"Rank","Player","Team","Bye","POS","Sleeper","RTSports","AVG"
"65","Dalvin Cook","","","RB28","66","62","64.0"
"66","Drake London","ATL","11","WR25","64","64","64.0"
"67","Brandon Aiyuk","SF","9","WR26","65","65","65.0"
"68","D'Andre Swift","CHI","13","RB29","61","73","67.0"
"69","Chris Godwin Jr.","TB","5","WR27","71","63","67.0"
"70","Dallas Goedert","PHI","10","TE6","60","76","68.0"
"71","Kyle Pitts Sr.","ATL","11","TE7","63","75","69.0"
"72","Tyler Lockett","LV","13","WR28","70","70","70.0"
"73","Christian Kirk","SF","9 ","WR29","76","67","71.5"
"74","Isiah Pacheco","DET","9","RB30","69","74","71.5"
"75","George Pickens","DAL","7","WR30","78","72","75.0"
"76","David Montgomery","HOU","7","RB31","74","77","75.5"
"77","Diontae Johnson","","","WR31","84","71","77.5"
"78","Mike Evans","SF","9","WR32","72","83","77.5"
"79","Jerry Jeudy","CLE","5","WR33","75","80","77.5"
"80","Michael Pittman Jr.","PIT","6","WR34","80","78","79.0"
"81","AJ Dillon","CAR","7","RB32","82","84","83.0"
"82","Deshaun Watson","CLE","5 ","QB9","81","87","84.0"
"83","Evan Engram","DEN","9","TE8","79","92","85.5"
"84","Jordan Addison","MIN","13","WR35","86","86","86.0"
"85","Hollywood Brown","PHI","10 ","WR36","83","90","86.5"
"86","Khalil Herbert","","","RB33","95","79","87.0"
"87","Jahan Dotson","ATL","11","WR37","92","82","87.0"
"88","Dak Prescott","DAL","7","QB10","88","88","88.0"
"89","Antonio Gibson","","","RB34","96","81","88.5"
"90","Pat Freiermuth","PIT","6","TE9","87","91","89.0"
"91","Jaxon Smith-Njigba","SEA","5","WR38","85","96","90.5"
"92","Brian Robinson Jr.","ATL","11","RB35","98","85","91.5"
"93","Tua Tagovailoa","ATL","11","QB11","93","99","96.0"
"94","David Njoku","","","TE10","90","105","97.5"
"95","Jamaal Williams","","","RB36","100","95","97.5"
"96","Brandin Cooks","","","WR39","103","94","98.5"
"97","Gabe Davis","","","WR40","97","100","98.5"
"98","Zach Charbonnet","SEA","5","RB37","99","104","101.5"
"99","Aaron Rodgers ","","","QB12","94","111","102.5"
"100","Courtland Sutton","DEN","9","WR41","119","89","104.0"
"101","Zay Flowers","BAL","13","WR42","104","106","105.0"
"102","San Francisco 49ers","DST","9","DST1","89","123","106.0"
"103","Michael Thomas","","","WR43","105","109","107.0"
"104","Samaje Perine","CIN","7","RB38","115","102","108.5"
"105","Kirk Cousins","LV","13 ","QB13","110","108","109.0"
"106","Justin Tucker","","","K1","91","128","109.5"
"107","Rashaad Penny","","","RB39","101","119","110.0"
"108","Anthony Richardson Sr.","IND","11 ","QB14","107","113","110.0"
"109","De'Von Achane","MIA","10","RB40","124","98","111.0"
"110","Dalton Kincaid","BUF","13","TE11","111","114","112.5"
"111","Kadarius Toney","","","WR44","106","121","113.5"
"112","JuJu Smith-Schuster","","","WR45","120","107","113.5"
"113","Odell Beckham Jr.","","","WR46","114","115","114.5"
"114","Raheem Mostert","LV","13","RB41","129","101","115.0"
"115","Daniel Jones","IND","11 ","QB15","138","93","115.5"
"116","Skyy Moore","GB","6","WR47","137","97","117.0"
"117","Philadelphia Eagles","DST","10","DST2","102","133","117.5"
"118","Treylon Burks","WAS","14","WR48","116","122","119.0"
"119","Elijah Mitchell","NE","11","RB42","121","120","120.5"
"120","Elijah Moore","PHI","10","WR49","130","112","121.0"
"121","Jaylen Warren","PIT","6","RB43","140","103","121.5"
"122","Quentin Johnston","LAC","5","WR50","109","134","121.5"
"123","Geno Smith","NYJ","7","QB16","125","118","121.5"
"124","Ezekiel Elliott","","","RB44","123","124","123.5"
"125","Dalton Schultz","HOU","7","TE12","118","131","124.5"
"126","Damien Harris","","","RB45","126","125","125.5"
"127","Dallas Cowboys","DST","7","DST3","108","146","127.0"
"128","Jared Goff","DET","9","QB17","146","110","128.0"
"129","Tank Bigsby","PHI","10","RB46","143","117","130.0"
"130","Adam Thielen","","","WR51","134","126","130.0"
"131","Jerick McKinnon","","","RB47","145","116","130.5"
"132","Allen Lazard","","","WR52","133","132","132.5"
"133","Cole Kmet","CHI","13","TE13","127","150","138.5"
"134","Tyler Allgeier","ARI","14","RB48","141","136","138.5"
"135","Buffalo Bills","DST","13","DST4","113","166","139.5"
"136","Daniel Carlson","LV","13","K2","128","157","142.5"
"137","Tyler Higbee","LAR","10","TE14","150","137","143.5"
"138","Chig Okonkwo","WAS","14","TE15","142","147","144.5"
"139","Romeo Doubs","NE","11","WR53","164","127","145.5"
"140","Evan McPherson","CIN","7","K3","112","183","147.5"
"141","Tyler Bass","BUF","13","K4","131","165","148.0"
"142","D","","'Onta Foreman","","","RB49","157","142","149.5"
"143","New England Patriots","DST","11","DST5","132","168","150.0"
"144","Rashod Bateman","BAL","13","WR54","151","151","151.0"
"145","Russell Wilson","","","QB18","163","141","152.0"
"146","Jameson Williams","DET","9","WR55","148","156","152.0"
"147","Sam LaPorta","DET","9","TE16","161","144","152.5"
"148","Harrison Butker","KC","10","K5","117","189","153.0"
"149","New York Jets","DST","7","DST6","122","186","154.0"
"150","Roschon Johnson","CHI","13","RB50","173","135","154.0"
"151","Derek Carr","","","QB19","167","145","156.0"
"152","Kenneth Gainwell","TB","5","RB51","185","129","157.0"
"153","Kareem Hunt","","","RB52","166","149","157.5"
"154","Jalin Hyatt","NYG","13","WR56","165","153","159.0"
"155","Brock Purdy","SF","9","QB20","159","160","159.5"
"156","Baltimore Ravens","DST","13","DST7","136","184","160.0"
"157","Juwan Johnson","NO","11","TE17","191","130","160.5"
"158","Devin Singletary","NYG","13","RB53","169","154","161.5"
"159","Deuce Vaughn","DEN","9","RB54","160","163","161.5"
"160","Kenny Pickett","CAR","7","QB21","184","140","162.0"
"161","Nico Collins","HOU","7","WR57","187","138","162.5"
"162","Jordan Love","GB","6","QB22","168","158","163.0"
"163","Jakobi Meyers","JAC","9","WR58","175","152","163.5"
"164","Tyler Boyd","","","WR59","155","172","163.5"
"165","Tyjae Spears","TEN","7","RB55","188","148","168.0"
"166","Kendre Miller","NO","11","RB56","156","182","169.0"
"167","Marvin Mims Jr.","DEN","9","WR60","180","159","169.5"
"168","Greg Dulcich","MIA","10","TE18","171","169","170.0"
"169","Darnell Mooney","NYG","13","WR61","170","171","170.5"
"170","Younghoe","Koo","","K6","135","209","172.0"
"171","Deon Jackson","","","RB57","201","143","172.0"
"172","Rashee Rice","KC","10","WR62","152","197","174.5"
"173","New Orleans Saints","DST","11","DST8","147","204","175.5"
"174","Bryce Young","CAR","7","QB23","177","178","177.5"
"175","Pittsburgh Steelers","DST","6","DST9","144","212","178.0"
"176","Chuba Hubbard","CAR","7","RB58","196","161","178.5"
"177","Luke Musgrave","GB","6","TE19","183","176","179.5"
"178","Washington Commanders","DST","14","DST10","153","210","181.5"
"179","Jason Myers","SEA","5","K7","172","192","182.0"
"180","Jonathan Mingo","DAL","7","WR63","176","188","182.0"
"181","Zay Jones","","","WR64","195","170","182.5"
"182","Jake Elliott","PHI","10","K8","139","228","183.5"
"183","Van Jefferson","WAS","14","WR65","197","173","185.0"
"184","Brandon McManus","GB","6","K9","158","214","186.0"
"185","Sam Howell","DAL","7","QB24","210","164","187.0"
"186","","","","1","221","155","188.0"
"187","Matthew Stafford","LAR","10","QB25","211","167","189.0"
"188","Gerald Everett","","","TE20","193","187","190.0"
"189","Donovan Peoples-Jones","","","WR66","242","139","190.5"
"190","Miami Dolphins","DST","10","DST11","149","233","191.0"
"191","Cameron Dicker","LAC","5","K10","181","206","193.5"
"192","Zack Moss","","","RB59","202","185","193.5"
"193","C.J. Stroud","HOU","7","QB26","214","177","195.5"
"194","Gus Edwards","","","RB60","200","198","199.0"
"195","Jacksonville Jaguars","DST","9","DST12","206","193","199.5"
"196","Kyler Murray","MIN","13","QB27","199","200","199.5"
"197","K.J. Osborn","TEN","7","WR67","239","162","200.5"
"198","Jason Sanders","NYG","13","K11","154","248","201.0"
"199","Taysom Hill","","","TE21","162","243","202.5"
"200","Jimmy Garoppolo","LAR","10","QB28","230","175","202.5"
"201","Greg Zuerlein","","","K12","178","227","202.5"
"202","Clyde Edwards-Helaire","","","RB61","194","211","202.5"
"203","Michael Gallup","","","WR68","190","218","204.0"
"204","Joshua Kelley","","","RB62","228","181","204.5"
"205","Cordarrelle Patterson","","","RB63","217","194","205.5"
"206","Jake Ferguson","DAL","7","TE22","207","205","206.0"
"207","Seattle Seahawks","DST","5","DST13","174","239","206.5"
"208","Denver Broncos","DST","9","DST14","182","234","208.0"
"209","Zamir White","LV","13","RB64","215","201","208.0"
"210","Alec Pierce","IND","11","WR69","223","199","211.0"
"211","Ty Chandler","NO","11","RB65","232","191","211.5"
"212","Irv Smith Jr.","","","TE23","234","190","212.0"
"213","Jayden Reed","GB","6","WR70","219","208","213.5"
"214","Marquez Valdes-Scantling","","","WR71","209","219","214.0"
"215","Chase Brown","CIN","7","RB66","192","237","214.5"
"216","Kansas City Chiefs","DST","10","DST15","205","226","215.5"
"217","Tank Dell","HU","7 O","WR72","208","224","216.0"
"218","Sean Tucker","TB","5","RB67","227","207","217.0"
"219","Michael Mayer","LV","13","TE24","198","238","218.0"
"220","Ryan Tannehill","","","QB29","265","174","219.5"
"221","Jerome Ford","WAS","14","RB68","222","217","219.5"
"222","Graham Gano","","","K13","186","255","220.5"
"223","Cincinnati Bengals","DST","7","DST16","203","242","222.5"
"224","Justyn Ross","","","WR73","220","225","222.5"
"225","Evan Hull","N","11 O","RB69","225","221","223.0"
"226","Baker Mayfield","TB","5","QB30","271","180","225.5"
"227","Green Bay Packers","DST","6","DST17","179","273","226.0"
"228","DJ Chark Jr.","","","WR74","218","235","226.5"
"229","Mike Gesicki","CIN","7","TE25","252","203","227.5"
"230","Dawson Knox","BUF","13","TE26","189","268","228.5"
"231","Mac Jones","SF","9","QB31","280","179","229.5"
"232","Jake Moody","WAS","14","K14","212","252","232.0"
"233","Isaiah Hodgins","NYG","13","WR75","241","223","232.0"
"234","Matt Gay","LV","13","K15","213","254","233.5"
"235","Tampa Bay Buccaneers","DST","5","DST18","237","230","233.5"
"236","Zach Ertz","","","TE27","235","232","233.5"
"237","Desmond Ridder","GB","6","QB32","273","195","234.0"
"238","Cleveland Browns","DST","5","DST19","226","253","239.5"
"239","Leonard Fournette","","","RB70","243","240","241.5"
"240","Hunter Renfrow","","","WR76","224","261","242.5"
"241","Tyler Conklin","DET","9","TE28","245","241","243.0"
"242","Minnesota Vikings","DST","13","DST20","233","256","244.5"
"243","DeVante Parker","","","WR77","231","259","245.0"
"244","Curtis Samuel","","","WR78","247","244","245.5"
"245","Riley Patterson","MIA","10","K16","204","290","247.0"
"246","Rashid Shaheed","SEA","5","WR79","248","250","249.0"
"247","John Metchie III","CAR","7","WR80","236","263","249.5"
"248","Mecole Hardman Jr.","BUF","13","WR81","238","262","250.0"
"249","Kyren Williams","LAR","10","RB71","","196","196.0"
"250","Los Angeles Chargers","DST","5","DST21","229","272","250.5"
"251","Parris Campbell","DAL","7","WR82","","202","202.0"
"252","Isaiah Likely","NYG","13","TE29","255","258","256.5"
"253","Wan'Dale Robinson","TEN","7","WR83","246","271","258.5"
"254","Richie James Jr.","","","WR84","","213","213.0"
"255","Aidan O'Connell","LV","13","QB33","","215","215.0"
"256","Tennessee Titans","DST","7","DST22","216","","216.0"
"257","Joshua Dobbs","","","QB34","","216","216.0"
"258","Kyle Trask","","","QB35","","220","220.0"
"259","New York Giants","DST","13","DST23","244","282","263.0"
"260","Hunter Henry","NE","11","TE30","","222","222.0"
"261","Josh Downs","IND","11","WR85","253","275","264.0"
"262","Clayton Tune","","","QB36","","229","229.0"
"263","Hayden Hurst","","","TE31","","231","231.0"
"264","Trey McBride","ARI","14","TE32","251","286","268.5"
"265","Jeff Wilson Jr.","","","RB72","","236","236.0"
"266","Zach Evans","","","RB73","249","294","271.5"
"267","Michael Wilson","ARI","14","WR86","263","280","271.5"
"268","DeWayne McBride","","","RB74","240","","240.0"
"269","Keaontay Ingram","","","RB75","276","269","272.5"
"270","Chase Edmonds","WAS","14","RB76","","245","245.0"
"271","Joshua Palmer","BUF","13","WR87","","246","246.0"
"272","Puka Nacua","LAR","10","WR88","260","291","275.5"
"273","Darius Slayton","NYG","13","WR89","","247","247.0"
"274","Cade Otton","TB","5","TE33","286","266","276.0"
"275","Noah Fant","NO","11","TE34","288","265","276.5"
"276","Jaleel McLaughlin","DEN","9","RB77","","249","249.0"
"277","Israel Abanikanda","DAL","7","RB78","250","","250.0"
"278","Wil Lutz","DEN","9","K17","","251","251.0"
"279","Charles McClelland","","","RB79","256","","256.0"
"280","Sam Darnold","SEA","5","QB37","","257","257.0"
"281","Elijah Holyfield","","","RB80","257","","257.0"
"282","Isaiah Bowser","","","RB81","258","","258.0"
"283","Kyle Rudolph","","","TE35","259","","259.0"
"284","Chase Claypool","","","WR90","","260","260.0"
"285","Xavier Ubosi","","","WR91","261","","261.0"
"286","Tristan Vizcaino","","","K18","262","","262.0"
"287","Michael Carter","TEN","7","RB82","269","298","283.5"
"288","Matt Schaub","","","QB38","264","","264.0"
"289","Mike White","","","QB39","","264","264.0"
"290","Tommy DeVito","NE","11","QB40","266","","266.0"
"291","Logan Thomas","","","TE36","","267","267.0"
"292","Scotty Miller","","","WR92","267","","267.0"
"293","Derek Watt","","","RB83","268","","268.0"
"294","Khalil Shakir","BUF","13","WR93","281","293","287.0"
"295","Robert Woods","","","WR94","","270","270.0"
"296","Charleston Rambo","","","WR95","270","","270.0"
"297","Brayden Willis","SF","9","TE37","272","","272.0"
"298","Allen Robinson","II","","WR96","290","287","288.5"
"299","Chris Boswell","PIT","6","K19","","274","274.0"
"300","Trey Wolff","","","K20","274","","274.0"
"301","Latavius Murray","","","RB84","","276","276.0"
"302","Terrace Marshall Jr.","MIA","10","WR97","297","284","290.5"
"303","Greg Joseph","","","K21","","277","277.0"
"304","Matthew Trickett","","","K22","277","","277.0"
"305","Jelani Woods","NYJ","7","TE38","278","","278.0"
"306","Cedric Tillman","CLE","5","WR98","","278","278.0"
"307","Luke Schoonmaker","DAL","7","TE39","","279","279.0"
"308","Andre Szmyt","CLE","5","K23","279","","279.0"
"309","Rico Dowdle","PIT","6","RB85","","281","281.0"
"310","Davis Allen","LAR","10","TE40","282","","282.0"
"311","Detroit Lions","DST","9","DST24","","283","283.0"
"312","Noah Gindorff","","","TE41","283","","283.0"
"313","Trey Lance","LAC","5","QB41","284","","284.0"
"314","Salvon Ahmed","","","RB86","","285","285.0"
"315","Leroy Watson","IV","","TE42","285","","285.0"
"316","Chad Henne","","","QB42","287","","287.0"
"317","Brandon Aubrey","DAL","7","K24","","288","288.0"
"318","Mason Crosby","","","K25","289","","289.0"
"319","Chris Evans","","","RB87","","289","289.0"
"320","Andy Janovich","","","RB88","291","","291.0"
"321","Pierre Strong Jr.","GB","6","RB89","295","301","298.0"
"322","Tyquan Thornton","KC","10","WR99","292","","292.0"
"323","Chad Ryland","ARI","14","K26","","292","292.0"
"324","Darius Jackson","","","RB90","294","","294.0"
"325","Josh Reynolds","","","WR100","","295","295.0"
"326","Mack Hollins","NE","11","WR101","","296","296.0"
"327","Elliott","Fry","","K27","296","","296.0"
"328","Marvin Jones Jr.","","","WR102","","297","297.0"
"329","Matt Ryan","","","QB43","298","","298.0"
"330","O.J. Howard","","","TE43","299","","299.0"
"331","Matt Breida","","","RB91","","299","299.0"
"332","Josh Lambo","","","K28","300","","300.0"
"333","Trey Palmer","NO","11","WR103","","300","300.0"
"334","Josh Rosen","","","QB44","301","","301.0"
"335","Chris Rodriguez Jr.","JAC","9 ","RB92","","302","302.0"
"336","Christopher Dunn","","","K29","302","","302.0"
"337","Mike Glennon","","","QB45","303","","303.0"
"338","Raheem Blackshear","","","RB93","","303","303.0"
"339","Benjamin Watson","","","TE44","304","","304.0"
"340","Chris Brooks","GB","6","RB94","","304","304.0"
"341","Justin Watson","HOU","7","WR104","305","","305.0"
"342","Danny Vitale","","","RB95","306","","306.0"
"343","Cody Parkey","","","K30","307","","307.0"
"344","Ryan Fitzpatrick","","","QB46","308","","308.0"
"345","Zach Wilson","NO","11","QB47","310","","310.0"
"346","Bobby Holly","","","RB96","311","","311.0"
"347","Jason Witten","","","TE45","312","","312.0"
"348","Philip Rivers","","","QB48","313","","313.0"
"349","Jazz Ferguson","","","WR105","314","","314.0"
"350","Blaine Gabbert","","","QB49","315","","315.0"
"351","Ryan Succop","","","K31","316","","316.0"
"352","Jonathan Brown","","","K32","317","","317.0"
"353","Jake Luton","","","QB50","319","","319.0"
"354","Taylor Bertolet","","","K33","320","","320.0"
"355","Kyle Sloter","","","QB51","321","","321.0"
""
""
